Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
2025-04-23,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,194.76,18849.91,40.8,None,Low Stock,4.4,2036
2025-04-23,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,299.93,25103.77,49.9,None,In Stock,3.9,3191
2025-04-23,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,504.56,49738.01,36.9,None,In Stock,4.2,2598
2025-04-23,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,502.58,49036.42,37.1,None,In Stock,4.6,5846
2025-04-23,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,774.79,66684.53,22.400000000000002,None,Low Stock,4.0,1416
2025-04-23,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,988.17,98055.34,1.0999999999999999,None,In Stock,4.5,1014
2025-04-23,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,994.09,97009.41,0.5,None,In Stock,4.4,1638
2025-04-23,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,799.62,67187.85,20.0,None,In Stock,4.2,1586
2025-04-23,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1015.32,99053.87,15.299999999999999,None,In Stock,4.6,3149
2025-04-23,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1012.68,99649.53,15.5,None,In Stock,4.5,4363
2025-04-23,Amazon,iPhone,iPhone 12 64GB,New,799,78302,475.48,45839.45,40.5,None,Out of Stock,4.5,6548
2025-04-23,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,604.96,60446.43,39.4,None,Out of Stock,4.7,5208
2025-04-23,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,591.12,57758.12,40.8,None,In Stock,4.8,4521
2025-04-23,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,410.86,34844.3,48.6,None,Low Stock,4.4,6875
2025-04-23,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,503.95,49292.15,36.9,None,Out of Stock,4.8,2891
2025-04-23,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,892.58,87226.42,25.6,None,Low Stock,4.4,6348
2025-04-23,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,891.11,87194.92,25.7,None,In Stock,4.8,4072
2025-04-23,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,887.83,86078.23,26.0,None,Out of Stock,4.7,5704
2025-04-23,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,452.97,39087.16,43.3,None,In Stock,3.9,3541
2025-04-23,Amazon,iPhone,iPhone 14 128GB,New,799,78302,591.72,58245.0,25.900000000000002,None,In Stock,4.7,1546
2025-04-23,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,607.76,58683.13,23.9,None,In Stock,4.6,3435
2025-04-23,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,709.68,69741.3,11.200000000000001,None,In Stock,4.4,2151
2025-04-23,Amazon,iPhone,iPhone 15 128GB,New,799,78302,695.43,67334.35,13.0,None,In Stock,4.7,1821
2025-04-23,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,594.57,49924.1,25.6,None,In Stock,3.9,1081
2025-04-23,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,531.26,45288.68,33.5,None,Low Stock,3.9,1573
2025-04-23,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,547.99,47238.64,31.4,None,In Stock,3.9,1338
2025-04-23,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,525.16,44587.1,34.300000000000004,None,In Stock,3.8,2718
2025-04-23,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1079.23,104223.78,10.0,None,In Stock,4.3,2371
2025-04-23,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,623.58,52275.21,22.0,None,In Stock,4.4,393
2025-04-23,Amazon,iPhone,iPhone 16 128GB,New,799,78302,802.78,79823.1,-0.5,None,In Stock,4.3,435
2025-04-23,Amazon,iPhone,iPhone 16 128GB,New,799,78302,808.76,79159.66,-1.2,None,In Stock,4.8,483
2025-04-23,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,803.42,78134.61,-0.6,None,In Stock,4.8,401
2025-04-23,Amazon,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,915.65,77511.25,16.7,None,Out of Stock,3.9,836
2025-04-23,Amazon,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,931.24,78709.35,15.299999999999999,None,In Stock,4.3,389
2025-04-23,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1101.96,108736.6,-0.3,None,In Stock,4.2,907
2025-04-23,Amazon,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,837.11,70764.49,23.799999999999997,None,In Stock,3.8,813
2025-04-24,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,253.23,24345.73,41.0,None,In Stock,4.4,3000
2025-04-24,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,260.66,25627.54,39.2,None,In Stock,4.9,2586
2025-04-24,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,252.33,24597.25,41.199999999999996,None,Low Stock,4.5,1889
2025-04-24,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,261.66,25923.04,39.0,None,In Stock,4.9,6856
2025-04-24,Amazon,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,201.64,17202.57,53.0,None,In Stock,4.0,4885
2025-04-24,Flipkart,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,193.64,16454.16,54.900000000000006,None,In Stock,3.8,2901
2025-04-24,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,254.46,25362.87,40.699999999999996,None,Low Stock,4.4,4154
2025-04-24,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,325.76,32325.8,24.099999999999998,None,Low Stock,4.5,3160
2025-04-24,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,329.4,32882.28,23.200000000000003,None,Low Stock,4.2,1145
2025-04-24,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,334.16,32876.62,22.1,None,Out of Stock,4.2,2942
2025-04-24,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,425.06,41383.62,0.8999999999999999,None,In Stock,4.7,594
2025-04-24,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,423.42,41769.54,1.3,None,In Stock,4.8,584
2025-04-24,Flipkart,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,42042,356.54,30680.39,16.900000000000002,None,In Stock,4.3,1177
2025-04-24,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,421.81,41874.53,1.7000000000000002,None,In Stock,4.6,788
2025-04-24,Amazon,Watch,Apple Watch Ultra,New,799,78302,593.98,57390.1,25.7,None,In Stock,4.4,4087
2025-04-24,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,501.69,42504.05,37.2,None,In Stock,3.9,2323
2025-04-24,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,688.31,68524.79,13.900000000000002,None,Low Stock,4.2,1053
2025-04-24,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,852.72,73826.17,22.400000000000002,None,In Stock,4.2,2052
2025-04-24,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1007.37,96761.62,8.3,None,In Stock,4.2,1387
2025-04-24,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1720.06,169794.67,14.000000000000002,None,Out of Stock,4.5,5134
2025-04-24,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1684.75,167395.84,15.7,None,In Stock,4.6,3817
2025-04-24,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1694.75,168249.41,15.2,None,Out of Stock,4.8,3123
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1786.93,177531.61,10.6,None,In Stock,4.8,4404
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1782.96,171235.76,10.8,None,In Stock,4.5,1891
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1815.45,174402.02,9.2,None,In Stock,4.7,2522
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1789.74,172794.28,10.5,None,In Stock,4.8,3272
2025-04-24,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1861.61,182540.04,6.9,None,In Stock,4.5,967
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1871.86,183687.24,6.4,None,In Stock,4.2,1726
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1503.17,125344.79,24.8,None,In Stock,4.2,2158
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,2007.11,192982.44,-0.4,None,In Stock,4.7,872
2025-04-24,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1969.09,196268.76,1.5,None,Out of Stock,4.4,976
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1962.2,189409.49,1.7999999999999998,None,In Stock,4.7,935
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,195902,1618.88,137473.09,19.0,None,Out of Stock,4.1,639
2025-04-24,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1989.68,193433.14,0.5,None,In Stock,4.5,740
2025-04-24,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1972.48,194144.22,1.3,None,In Stock,4.6,768
2025-04-24,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,136.62,11480.11,58.5,None,Low Stock,3.8,6830
2025-04-24,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,199.84,19511.25,39.300000000000004,None,Low Stock,4.5,4761
2025-04-24,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,200.08,19492.73,39.2,None,Low Stock,4.3,3152
2025-04-24,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,364.18,35540.17,39.2,None,In Stock,4.9,7771
2025-04-24,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1001.83,98492.74,-0.3,None,In Stock,4.4,1084
2025-04-24,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,992.38,97073.72,0.7000000000000001,None,Out of Stock,4.7,1084
2025-04-24,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,745.47,63920.76,25.4,None,In Stock,4.1,803
2025-04-24,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,797.21,67299.93,20.200000000000003,None,In Stock,4.5,1298
2025-04-24,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1004.64,99149.47,-0.6,None,In Stock,4.7,1509
2025-04-24,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1000.65,98298.64,-0.2,None,In Stock,4.8,1168
2025-04-24,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,990.19,97239.3,17.4,None,In Stock,4.5,3208
2025-04-24,Amazon,iPhone,iPhone 12 64GB,New,799,78302,471.38,46815.74,41.0,None,In Stock,4.8,4184
2025-04-24,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,903.12,87511.6,24.7,None,In Stock,4.3,6288
2025-04-24,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,888.5,86803.99,25.900000000000002,None,In Stock,4.3,3172
2025-04-24,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,910.9,87846.98,24.0,None,Low Stock,4.6,4131
2025-04-24,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,478.51,40680.89,40.1,None,Low Stock,4.2,2218
2025-04-24,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,610.65,59993.27,23.599999999999998,None,In Stock,4.3,2334
2025-04-24,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,789.01,78479.14,21.0,None,Out of Stock,4.4,3016
2025-04-24,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,785.39,75631.95,21.4,None,Low Stock,4.5,4804
2025-04-24,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,785.61,78020.08,21.4,None,In Stock,4.6,5216
2025-04-24,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,792.74,77327.92,20.599999999999998,None,In Stock,4.2,4455
2025-04-24,Amazon,iPhone,iPhone 15 128GB,New,799,78302,699.27,68541.51,12.5,None,In Stock,4.6,2956
2025-04-24,Amazon,iPhone,iPhone 15 128GB,New,799,78302,699.14,68766.6,12.5,None,Out of Stock,4.6,973
2025-04-24,Amazon,iPhone,iPhone 15 128GB,New,799,78302,688.05,67844.47,13.900000000000002,None,In Stock,4.3,2112
2025-04-24,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,708.16,68885.61,11.4,None,Out of Stock,4.7,2861
2025-04-24,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,504.61,42242.68,36.8,None,In Stock,4.1,2309
2025-04-24,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,702.08,69380.93,12.1,None,In Stock,4.7,919
2025-04-24,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,902.26,75233.37,24.7,None,Low Stock,3.8,2947
2025-04-24,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,788.66,66156.35,34.2,None,In Stock,4.2,2278
2025-04-24,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,901.4,76477.72,24.8,None,In Stock,3.8,1518
2025-04-24,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1105.59,106825.82,7.8,None,Out of Stock,4.8,2274
2025-04-24,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,804.77,68498.42,32.9,None,In Stock,4.0,1110
2025-04-24,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,616.67,52452.72,22.8,None,In Stock,3.9,1200
2025-04-24,Amazon,iPhone,iPhone 16 128GB,New,799,78302,785.88,77158.48,1.6,None,In Stock,4.8,366
2025-04-24,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,594.34,50126.76,25.6,None,In Stock,4.0,965
2025-04-24,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1099.18,109387.9,-0.0,None,In Stock,4.6,373
2025-04-24,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1106.09,106613.8,-0.6,None,In Stock,4.3,490
2025-04-24,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1115.09,108305.3,-1.5,None,In Stock,4.4,1054
2025-04-24,Amazon,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,874.03,74373.98,20.5,None,In Stock,4.3,902
2025-04-25,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,195.83,16528.64,54.400000000000006,None,In Stock,3.9,6705
2025-04-25,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,260.95,25237.2,39.2,None,In Stock,4.3,3112
2025-04-25,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,261.44,25854.23,39.1,None,In Stock,4.5,3648
2025-04-25,Flipkart,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,187.85,15989.19,56.2,None,Out of Stock,4.5,1841
2025-04-25,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,325.92,31701.81,24.0,None,In Stock,4.7,2613
2025-04-25,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,334.8,33420.81,22.0,None,In Stock,4.6,2898
2025-04-25,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,245.31,20511.52,42.8,None,In Stock,4.3,2477
2025-04-25,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,434.77,42725.21,-1.3,None,In Stock,4.6,873
2025-04-25,Amazon,Watch,Apple Watch Ultra,New,799,78302,593.25,57737.33,25.8,None,In Stock,4.4,3346
2025-04-25,Amazon,Watch,Apple Watch Ultra,New,799,78302,601.23,58336.49,24.8,None,In Stock,4.8,4259
2025-04-25,Flipkart,Watch,Apple Watch Ultra,New,799,78302,604.28,58282.23,24.4,None,Out of Stock,4.5,3904
2025-04-25,Flipkart,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,565.13,47294.78,29.299999999999997,None,Out of Stock,3.8,1519
2025-04-25,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,705.22,68036.39,11.700000000000001,None,In Stock,4.4,3194
2025-04-25,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,590.07,57095.17,40.9,None,Low Stock,4.6,8086
2025-04-25,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,1010.35,100437.67,8.1,None,In Stock,4.6,2044
2025-04-25,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,982.22,94742.47,10.6,None,Out of Stock,4.3,2024
2025-04-25,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,981.94,98027.92,10.7,None,In Stock,4.8,898
2025-04-25,Amazon,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,822.17,71046.28,25.2,None,Low Stock,4.0,671
2025-04-25,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,986.46,96920.1,10.2,None,In Stock,4.4,1999
2025-04-25,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,988.17,95950.89,10.100000000000001,None,In Stock,4.6,2235
2025-04-25,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1769.54,173921.82,11.5,None,Out of Stock,4.7,4357
2025-04-25,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1495.45,129099.44,25.2,None,In Stock,4.0,2783
2025-04-25,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,195902,1537.63,133228.06,23.1,None,In Stock,4.4,966
2025-04-25,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,200.5,19969.72,39.1,None,Low Stock,4.5,6432
2025-04-25,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,195.65,18970.62,40.5,None,Out of Stock,4.3,4752
2025-04-25,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,200.01,19234.96,39.2,None,Out of Stock,4.3,5571
2025-04-25,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,359.97,35558.97,39.900000000000006,None,Out of Stock,4.3,3304
2025-04-25,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,357.21,34895.55,40.400000000000006,None,Out of Stock,4.3,3335
2025-04-25,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,992.72,98848.09,0.6,None,In Stock,4.3,1264
2025-04-25,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,985.66,96439.69,1.3,None,Low Stock,4.5,976
2025-04-25,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,814.76,70139.13,18.4,None,Out of Stock,3.9,1571
2025-04-25,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,721.39,61270.66,39.800000000000004,None,In Stock,4.0,3014
2025-04-25,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1007.6,100213.89,16.0,None,In Stock,4.4,4012
2025-04-25,Amazon,iPhone,iPhone 12 64GB,New,799,78302,472.62,46889.44,40.8,None,In Stock,4.9,8067
2025-04-25,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,387.52,33397.73,51.5,None,Out of Stock,4.3,6567
2025-04-25,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,481.53,47366.6,39.7,None,Low Stock,4.5,7184
2025-04-25,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,479.75,46211.69,40.0,None,Out of Stock,4.7,5086
2025-04-25,Amazon,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,360.23,30494.42,54.900000000000006,None,Low Stock,4.0,5973
2025-04-25,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,691.41,59379.42,42.3,None,Low Stock,3.8,5767
2025-04-25,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,790.21,77525.82,20.9,None,In Stock,4.5,2456
2025-04-25,Amazon,iPhone,iPhone 15 128GB,New,799,78302,701.02,67344.17,12.3,None,In Stock,4.5,2055
2025-04-25,Amazon,iPhone,iPhone 15 128GB,New,799,78302,697.74,67266.21,12.7,None,In Stock,4.5,2994
2025-04-25,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,558.33,46909.52,30.099999999999998,None,Low Stock,3.8,1376
2025-04-25,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,690.77,67831.57,13.5,None,In Stock,4.3,1323
2025-04-25,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,690.97,68831.65,13.5,None,In Stock,4.7,2453
2025-04-25,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1108.48,107261.29,7.5,None,In Stock,4.6,1752
2025-04-25,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1088.59,106205.41,9.2,None,In Stock,4.3,2028
2025-04-25,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,794.47,68328.88,33.7,None,In Stock,4.1,1448
2025-04-25,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,679.43,56829.17,15.0,None,In Stock,3.9,775
2025-04-25,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1120.14,108312.15,-1.9,None,In Stock,4.4,501
2025-04-25,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1103.95,109985.18,-0.5,None,In Stock,4.4,504
2025-04-25,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,813.04,68452.49,26.0,None,In Stock,4.1,809
2025-04-25,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1120.94,111153.82,-2.0,None,Low Stock,4.7,1268
2025-04-25,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1113.34,109908.38,-1.3,None,In Stock,4.3,443
2025-04-26,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,179.48,15067.26,58.199999999999996,None,In Stock,4.1,4079
2025-04-26,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,262.47,26025.87,38.800000000000004,None,Low Stock,4.5,4078
2025-04-26,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,255.95,24731.63,40.300000000000004,None,In Stock,4.3,5395
2025-04-26,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,262.27,25781.28,38.9,None,In Stock,4.2,2904
2025-04-26,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,328.07,32283.03,23.5,None,Low Stock,4.3,2054
2025-04-26,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,243.53,20488.19,43.2,None,In Stock,4.1,1394
2025-04-26,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,335.09,33102.84,21.9,None,Out of Stock,4.7,1983
2025-04-26,Amazon,Watch,Apple Watch Ultra,New,799,78302,592.06,57001.62,25.900000000000002,None,In Stock,4.3,1960
2025-04-26,Flipkart,Watch,Apple Watch Ultra,New,799,78302,587.68,57551.04,26.400000000000002,None,In Stock,4.8,4065
2025-04-26,Flipkart,Watch,Apple Watch Ultra,New,799,78302,608.88,60173.17,23.799999999999997,None,In Stock,4.3,3184
2025-04-26,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,479.83,40487.19,39.900000000000006,None,In Stock,4.0,3536
2025-04-26,Flipkart,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,511.23,43919.01,36.0,None,Low Stock,4.5,975
2025-04-26,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,712.36,68461.48,10.8,None,In Stock,4.6,1012
2025-04-26,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,701.45,68662.04,12.2,None,In Stock,4.9,1729
2025-04-26,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,694.34,68863.29,13.100000000000001,None,In Stock,4.5,918
2025-04-26,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1000.1,99918.52,16.6,None,In Stock,4.4,3244
2025-04-26,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,996.89,96680.31,9.3,None,In Stock,4.5,932
2025-04-26,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1699.91,164935.19,15.0,None,Out of Stock,4.2,1867
2025-04-26,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1792.62,175455.62,10.299999999999999,None,Low Stock,4.3,3420
2025-04-26,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1421.65,120379.02,28.9,None,Out of Stock,4.3,2085
2025-04-26,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1429.06,123593.75,28.499999999999996,None,In Stock,4.2,1861
2025-04-26,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1422.7,123344.01,28.799999999999997,None,In Stock,4.2,955
2025-04-26,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1873.58,182188.56,6.3,None,In Stock,4.3,1087
2025-04-26,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1490.16,128456.47,25.5,None,In Stock,4.2,1220
2025-04-26,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1371.35,117799.62,31.4,None,In Stock,4.2,1315
2025-04-26,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1601.33,137548.48,19.900000000000002,None,In Stock,4.5,1399
2025-04-26,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,195902,1645.63,140660.06,17.7,None,Low Stock,4.0,722
2025-04-26,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,148.25,12683.1,54.900000000000006,None,Low Stock,4.4,5770
2025-04-26,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,136.16,11684.39,58.599999999999994,None,Low Stock,4.4,4284
2025-04-26,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,195.48,18971.94,40.6,None,Out of Stock,4.7,3107
